sector.name,subsector.name,technology,minicam.energy.input,units,year,coefficient
H2 wholesale dispensing,forecourt production,natural gas steam reforming,water_td_ind_C,M3 water / GJ H2,2020,0.1719522
H2 wholesale dispensing,forecourt production,natural gas steam reforming,water_td_ind_C,M3 water / GJ H2,2025,0.1627299
H2 wholesale dispensing,forecourt production,natural gas steam reforming,water_td_ind_C,M3 water / GJ H2,2030,0.1540023
H2 wholesale dispensing,forecourt production,natural gas steam reforming,water_td_ind_C,M3 water / GJ H2,2035,0.1457427
H2 wholesale dispensing,forecourt production,natural gas steam reforming,water_td_ind_C,M3 water / GJ H2,2040,0.1379261
H2 wholesale dispensing,forecourt production,natural gas steam reforming,water_td_ind_C,M3 water / GJ H2,2045,0.1379261
H2 wholesale dispensing,forecourt production,natural gas steam reforming,water_td_ind_C,M3 water / GJ H2,2050,0.1379261
H2 wholesale dispensing,forecourt production,natural gas steam reforming,water_td_ind_C,M3 water / GJ H2,2055,0.1379261
H2 wholesale dispensing,forecourt production,natural gas steam reforming,water_td_ind_C,M3 water / GJ H2,2060,0.1379261
H2 wholesale dispensing,forecourt production,natural gas steam reforming,water_td_ind_C,M3 water / GJ H2,2065,0.1379261
H2 wholesale dispensing,forecourt production,natural gas steam reforming,water_td_ind_C,M3 water / GJ H2,2070,0.1379261
H2 wholesale dispensing,forecourt production,natural gas steam reforming,water_td_ind_C,M3 water / GJ H2,2075,0.1379261
H2 wholesale dispensing,forecourt production,natural gas steam reforming,water_td_ind_C,M3 water / GJ H2,2080,0.1379261
H2 wholesale dispensing,forecourt production,natural gas steam reforming,water_td_ind_C,M3 water / GJ H2,2085,0.1379261
H2 wholesale dispensing,forecourt production,natural gas steam reforming,water_td_ind_C,M3 water / GJ H2,2090,0.1379261
H2 wholesale dispensing,forecourt production,natural gas steam reforming,water_td_ind_C,M3 water / GJ H2,2095,0.1379261
H2 wholesale dispensing,forecourt production,natural gas steam reforming,water_td_ind_C,M3 water / GJ H2,2100,0.1379261
H2 wholesale dispensing,forecourt production,natural gas steam reforming,water_td_ind_W,M3 water / GJ H2,1975,0.1816972
H2 wholesale dispensing,forecourt production,natural gas steam reforming,water_td_ind_W,M3 water / GJ H2,1990,0.1816972
H2 wholesale dispensing,forecourt production,natural gas steam reforming,water_td_ind_W,M3 water / GJ H2,2005,0.1816972
H2 wholesale dispensing,forecourt production,natural gas steam reforming,water_td_ind_W,M3 water / GJ H2,2010,0.1816972
H2 wholesale dispensing,forecourt production,natural gas steam reforming,water_td_ind_W,M3 water / GJ H2,2015,0.1816972
H2 wholesale dispensing,forecourt production,natural gas steam reforming,water_td_ind_W,M3 water / GJ H2,2020,0.1719522
H2 wholesale dispensing,forecourt production,natural gas steam reforming,water_td_ind_W,M3 water / GJ H2,2025,0.1627299
H2 wholesale dispensing,forecourt production,natural gas steam reforming,water_td_ind_W,M3 water / GJ H2,2030,0.1540023
H2 wholesale dispensing,forecourt production,natural gas steam reforming,water_td_ind_W,M3 water / GJ H2,2035,0.1457427
H2 wholesale dispensing,forecourt production,natural gas steam reforming,water_td_ind_W,M3 water / GJ H2,2040,0.1379261
H2 wholesale dispensing,forecourt production,natural gas steam reforming,water_td_ind_W,M3 water / GJ H2,2045,0.1379261
H2 wholesale dispensing,forecourt production,natural gas steam reforming,water_td_ind_W,M3 water / GJ H2,2050,0.1379261
H2 wholesale dispensing,forecourt production,natural gas steam reforming,water_td_ind_W,M3 water / GJ H2,2055,0.1379261
H2 wholesale dispensing,forecourt production,natural gas steam reforming,water_td_ind_W,M3 water / GJ H2,2060,0.1379261
H2 wholesale dispensing,forecourt production,natural gas steam reforming,water_td_ind_W,M3 water / GJ H2,2065,0.1379261
H2 wholesale dispensing,forecourt production,natural gas steam reforming,water_td_ind_W,M3 water / GJ H2,2070,0.1379261
H2 wholesale dispensing,forecourt production,natural gas steam reforming,water_td_ind_W,M3 water / GJ H2,2075,0.1379261
H2 wholesale dispensing,forecourt production,natural gas steam reforming,water_td_ind_W,M3 water / GJ H2,2080,0.1379261
H2 wholesale dispensing,forecourt production,natural gas steam reforming,water_td_ind_W,M3 water / GJ H2,2085,0.1379261
H2 wholesale dispensing,forecourt production,natural gas steam reforming,water_td_ind_W,M3 water / GJ H2,2090,0.1379261
H2 wholesale dispensing,forecourt production,natural gas steam reforming,water_td_ind_W,M3 water / GJ H2,2095,0.1379261
H2 wholesale dispensing,forecourt production,natural gas steam reforming,water_td_ind_W,M3 water / GJ H2,2100,0.1379261
H2 wholesale dispensing,H2 delivery,H2 liquid truck,elect_td_trn,GJ input / GJ H2,1975,0.0161
H2 wholesale dispensing,H2 delivery,H2 liquid truck,elect_td_trn,GJ input / GJ H2,1990,0.0161
H2 wholesale dispensing,H2 delivery,H2 liquid truck,elect_td_trn,GJ input / GJ H2,2005,0.0161
H2 wholesale dispensing,H2 delivery,H2 liquid truck,elect_td_trn,GJ input / GJ H2,2010,0.0161
H2 wholesale dispensing,H2 delivery,H2 liquid truck,elect_td_trn,GJ input / GJ H2,2015,0.0161
H2 wholesale dispensing,H2 delivery,H2 liquid truck,elect_td_trn,GJ input / GJ H2,2020,0.0161
H2 wholesale dispensing,H2 delivery,H2 liquid truck,elect_td_trn,GJ input / GJ H2,2025,0.0161
H2 wholesale dispensing,H2 delivery,H2 liquid truck,elect_td_trn,GJ input / GJ H2,2030,0.0161
H2 wholesale dispensing,H2 delivery,H2 liquid truck,elect_td_trn,GJ input / GJ H2,2035,0.0161
H2 wholesale dispensing,H2 delivery,H2 liquid truck,elect_td_trn,GJ input / GJ H2,2040,0.0161
H2 wholesale dispensing,H2 delivery,H2 liquid truck,elect_td_trn,GJ input / GJ H2,2045,0.0161
H2 wholesale dispensing,H2 delivery,H2 liquid truck,elect_td_trn,GJ input / GJ H2,2050,0.0161
H2 wholesale dispensing,H2 delivery,H2 liquid truck,elect_td_trn,GJ input / GJ H2,2055,0.0161
H2 wholesale dispensing,H2 delivery,H2 liquid truck,elect_td_trn,GJ input / GJ H2,2060,0.0161
H2 wholesale dispensing,H2 delivery,H2 liquid truck,elect_td_trn,GJ input / GJ H2,2065,0.0161
H2 wholesale dispensing,H2 delivery,H2 liquid truck,elect_td_trn,GJ input / GJ H2,2070,0.0161
H2 wholesale dispensing,H2 delivery,H2 liquid truck,elect_td_trn,GJ input / GJ H2,2075,0.0161
H2 wholesale dispensing,H2 delivery,H2 liquid truck,elect_td_trn,GJ input / GJ H2,2080,0.0161
H2 wholesale dispensing,H2 delivery,H2 liquid truck,elect_td_trn,GJ input / GJ H2,2085,0.0161
H2 wholesale dispensing,H2 delivery,H2 liquid truck,elect_td_trn,GJ input / GJ H2,2090,0.0161
H2 wholesale dispensing,H2 delivery,H2 liquid truck,elect_td_trn,GJ input / GJ H2,2095,0.0161
H2 wholesale dispensing,H2 delivery,H2 liquid truck,elect_td_trn,GJ input / GJ H2,2100,0.0161
H2 wholesale dispensing,H2 delivery,H2 liquid truck,H2 liquid truck,GJ input / GJ H2,1975,1
H2 wholesale dispensing,H2 delivery,H2 liquid truck,H2 liquid truck,GJ input / GJ H2,1990,1
H2 wholesale dispensing,H2 delivery,H2 liquid truck,H2 liquid truck,GJ input / GJ H2,2005,1
H2 wholesale dispensing,H2 delivery,H2 liquid truck,H2 liquid truck,GJ input / GJ H2,2010,1
H2 wholesale dispensing,H2 delivery,H2 liquid truck,H2 liquid truck,GJ input / GJ H2,2015,1
H2 wholesale dispensing,H2 delivery,H2 liquid truck,H2 liquid truck,GJ input / GJ H2,2020,1
H2 wholesale dispensing,H2 delivery,H2 liquid truck,H2 liquid truck,GJ input / GJ H2,2025,1
H2 wholesale dispensing,H2 delivery,H2 liquid truck,H2 liquid truck,GJ input / GJ H2,2030,1
H2 wholesale dispensing,H2 delivery,H2 liquid truck,H2 liquid truck,GJ input / GJ H2,2035,1
H2 wholesale dispensing,H2 delivery,H2 liquid truck,H2 liquid truck,GJ input / GJ H2,2040,1
H2 wholesale dispensing,H2 delivery,H2 liquid truck,H2 liquid truck,GJ input / GJ H2,2045,1
H2 wholesale dispensing,H2 delivery,H2 liquid truck,H2 liquid truck,GJ input / GJ H2,2050,1
H2 wholesale dispensing,H2 delivery,H2 liquid truck,H2 liquid truck,GJ input / GJ H2,2055,1
H2 wholesale dispensing,H2 delivery,H2 liquid truck,H2 liquid truck,GJ input / GJ H2,2060,1
H2 wholesale dispensing,H2 delivery,H2 liquid truck,H2 liquid truck,GJ input / GJ H2,2065,1
H2 wholesale dispensing,H2 delivery,H2 liquid truck,H2 liquid truck,GJ input / GJ H2,2070,1
H2 wholesale dispensing,H2 delivery,H2 liquid truck,H2 liquid truck,GJ input / GJ H2,2075,1
H2 wholesale dispensing,H2 delivery,H2 liquid truck,H2 liquid truck,GJ input / GJ H2,2080,1
H2 wholesale dispensing,H2 delivery,H2 liquid truck,H2 liquid truck,GJ input / GJ H2,2085,1
H2 wholesale dispensing,H2 delivery,H2 liquid truck,H2 liquid truck,GJ input / GJ H2,2090,1
H2 wholesale dispensing,H2 delivery,H2 liquid truck,H2 liquid truck,GJ input / GJ H2,2095,1
H2 wholesale dispensing,H2 delivery,H2 liquid truck,H2 liquid truck,GJ input / GJ H2,2100,1
H2 wholesale dispensing,H2 delivery,H2 pipeline,elect_td_trn,GJ input / GJ H2,1975,0.14900000000000002
H2 wholesale dispensing,H2 delivery,H2 pipeline,elect_td_trn,GJ input / GJ H2,1990,0.14900000000000002
H2 wholesale dispensing,H2 delivery,H2 pipeline,elect_td_trn,GJ input / GJ H2,2005,0.14900000000000002
H2 wholesale dispensing,H2 delivery,H2 pipeline,elect_td_trn,GJ input / GJ H2,2010,0.14900000000000002
H2 wholesale dispensing,H2 delivery,H2 pipeline,elect_td_trn,GJ input / GJ H2,2015,0.14900000000000002
H2 wholesale dispensing,H2 delivery,H2 pipeline,elect_td_trn,GJ input / GJ H2,2020,0.14900000000000002
H2 wholesale dispensing,H2 delivery,H2 pipeline,elect_td_trn,GJ input / GJ H2,2025,0.14900000000000002
H2 wholesale dispensing,H2 delivery,H2 pipeline,elect_td_trn,GJ input / GJ H2,2030,0.14900000000000002
H2 wholesale dispensing,H2 delivery,H2 pipeline,elect_td_trn,GJ input / GJ H2,2035,0.14900000000000002
H2 wholesale dispensing,H2 delivery,H2 pipeline,elect_td_trn,GJ input / GJ H2,2040,0.14900000000000002
H2 wholesale dispensing,H2 delivery,H2 pipeline,elect_td_trn,GJ input / GJ H2,2045,0.14900000000000002
H2 wholesale dispensing,H2 delivery,H2 pipeline,elect_td_trn,GJ input / GJ H2,2050,0.14900000000000002
H2 wholesale dispensing,H2 delivery,H2 pipeline,elect_td_trn,GJ input / GJ H2,2055,0.14900000000000002
H2 wholesale dispensing,H2 delivery,H2 pipeline,elect_td_trn,GJ input / GJ H2,2060,0.14900000000000002
H2 wholesale dispensing,H2 delivery,H2 pipeline,elect_td_trn,GJ input / GJ H2,2065,0.14900000000000002
H2 wholesale dispensing,H2 delivery,H2 pipeline,elect_td_trn,GJ input / GJ H2,2070,0.14900000000000002
H2 wholesale dispensing,H2 delivery,H2 pipeline,elect_td_trn,GJ input / GJ H2,2075,0.14900000000000002
H2 wholesale dispensing,H2 delivery,H2 pipeline,elect_td_trn,GJ input / GJ H2,2080,0.14900000000000002
H2 wholesale dispensing,H2 delivery,H2 pipeline,elect_td_trn,GJ input / GJ H2,2085,0.14900000000000002
H2 wholesale dispensing,H2 delivery,H2 pipeline,elect_td_trn,GJ input / GJ H2,2090,0.14900000000000002
H2 wholesale dispensing,H2 delivery,H2 pipeline,elect_td_trn,GJ input / GJ H2,2095,0.14900000000000002
H2 wholesale dispensing,H2 delivery,H2 pipeline,elect_td_trn,GJ input / GJ H2,2100,0.14900000000000002
H2 wholesale dispensing,H2 delivery,H2 pipeline,H2 pipeline,GJ input / GJ H2,1975,1
H2 wholesale dispensing,H2 delivery,H2 pipeline,H2 pipeline,GJ input / GJ H2,1990,1
H2 wholesale dispensing,H2 delivery,H2 pipeline,H2 pipeline,GJ input / GJ H2,2005,1
H2 wholesale dispensing,H2 delivery,H2 pipeline,H2 pipeline,GJ input / GJ H2,2010,1
H2 wholesale dispensing,H2 delivery,H2 pipeline,H2 pipeline,GJ input / GJ H2,2015,1
H2 wholesale dispensing,H2 delivery,H2 pipeline,H2 pipeline,GJ input / GJ H2,2020,1
H2 wholesale dispensing,H2 delivery,H2 pipeline,H2 pipeline,GJ input / GJ H2,2025,1
H2 wholesale dispensing,H2 delivery,H2 pipeline,H2 pipeline,GJ input / GJ H2,2030,1
H2 wholesale dispensing,H2 delivery,H2 pipeline,H2 pipeline,GJ input / GJ H2,2035,1
H2 wholesale dispensing,H2 delivery,H2 pipeline,H2 pipeline,GJ input / GJ H2,2040,1
H2 wholesale dispensing,H2 delivery,H2 pipeline,H2 pipeline,GJ input / GJ H2,2045,1
H2 wholesale dispensing,H2 delivery,H2 pipeline,H2 pipeline,GJ input / GJ H2,2050,1
H2 wholesale dispensing,H2 delivery,H2 pipeline,H2 pipeline,GJ input / GJ H2,2055,1
H2 wholesale dispensing,H2 delivery,H2 pipeline,H2 pipeline,GJ input / GJ H2,2060,1
H2 wholesale dispensing,H2 delivery,H2 pipeline,H2 pipeline,GJ input / GJ H2,2065,1
H2 wholesale dispensing,H2 delivery,H2 pipeline,H2 pipeline,GJ input / GJ H2,2070,1
H2 wholesale dispensing,H2 delivery,H2 pipeline,H2 pipeline,GJ input / GJ H2,2075,1
H2 wholesale dispensing,H2 delivery,H2 pipeline,H2 pipeline,GJ input / GJ H2,2080,1
H2 wholesale dispensing,H2 delivery,H2 pipeline,H2 pipeline,GJ input / GJ H2,2085,1
H2 wholesale dispensing,H2 delivery,H2 pipeline,H2 pipeline,GJ input / GJ H2,2090,1
H2 wholesale dispensing,H2 delivery,H2 pipeline,H2 pipeline,GJ input / GJ H2,2095,1
H2 wholesale dispensing,H2 delivery,H2 pipeline,H2 pipeline,GJ input / GJ H2,2100,1
